Model_index Run_id Replica_id Frame_id CrossLinkingMassSpectrometryRestraint_Distance_ GaussianEMRestraint_None SAXSRestraint_Score ConnectivityRestraint_None CrossLinkingMassSpectrometryRestraint_Data_Score ExcludedVolumeSphere_None Total_Score
1856 1 7 6471 1.00 2.91 923.31 2.42 98.31 2.37 92.15
1857 1 7 6472 1.00 2.91 889.29 0.31 98.31 2.39 90.10
1858 1 7 6755 1.00 3.07 835.51 1.67 97.09 1.88 90.51
1859 1 7 6756 1.00 3.04 871.18 1.32 96.51 4.23 91.42
1860 1 7 6796 1.00 2.31 797.33 1.32 96.76 3.92 90.45
1861 1 7 6797 1.00 2.33 741.14 2.61 96.76 5.38 93.22
1862 1 7 6798 1.00 2.45 720.32 0.36 95.63 5.27 90.17
1863 1 7 6799 1.00 2.44 781.84 2.04 95.63 7.98 94.25
1864 1 7 6800 1.00 2.27 776.36 2.25 95.50 5.73 91.89
1865 1 7 6801 1.00 2.20 822.13 0.84 100.17 2.44 91.79
1866 1 7 6802 1.00 2.47 727.33 2.87 98.33 2.60 92.41
1867 1 7 6803 1.00 2.25 790.15 0.89 98.73 3.39 93.91
1868 1 7 6804 1.00 2.13 743.62 1.66 100.13 4.09 94.92
1869 1 7 6805 1.00 2.15 720.94 1.43 98.13 3.73 92.85
1870 1 7 6806 1.00 2.33 743.01 1.37 98.73 1.70 90.27
1871 1 7 6807 1.00 2.33 755.75 0.00 98.73 1.56 88.75
1872 1 7 6808 1.00 2.28 788.45 0.73 97.81 0.92 87.88
1873 1 7 6809 1.00 2.31 799.33 3.04 95.23 3.47 90.23
1874 1 7 6810 1.00 2.01 663.87 0.29 98.89 2.57 89.97
1875 1 7 6811 1.00 2.00 633.79 0.05 98.89 1.97 89.05
1876 1 7 6812 1.00 2.04 721.33 0.72 98.12 1.64 88.66
1877 1 7 6813 1.00 1.94 736.44 0.94 95.50 3.91 89.21
1878 1 7 6814 1.00 2.00 885.05 0.02 95.91 3.29 87.35
1879 1 7 6816 1.00 2.06 811.01 0.67 95.94 2.43 87.46
1880 1 7 6817 1.00 2.07 842.72 4.58 95.94 4.04 92.78
1881 1 7 6818 1.00 2.08 911.98 2.06 102.33 4.43 97.03
1882 1 7 6819 1.00 2.67 805.62 6.57 95.09 9.80 100.27
1883 1 7 6820 1.00 2.52 759.00 0.02 95.23 3.73 87.65
1884 1 7 6821 1.00 2.57 757.77 1.59 95.30 2.04 87.63
1885 1 7 6822 1.00 2.63 706.91 2.74 95.25 3.57 90.32
1886 1 7 6823 1.00 2.63 730.30 0.26 94.94 5.43 89.45
1887 1 7 6824 1.00 2.65 732.91 1.94 95.44 7.46 93.67
1888 1 7 6825 1.00 2.43 786.63 0.43 94.94 5.84 90.78
1889 1 7 6826 1.00 2.50 847.97 0.03 96.73 2.97 88.86
1890 1 7 6827 1.00 2.49 881.71 2.19 95.83 7.24 94.04
1891 1 7 6828 1.00 2.46 822.74 0.01 94.94 7.96 91.55
1892 1 7 6829 1.00 2.46 845.71 0.40 94.94 6.64 90.60
1893 1 7 6830 1.00 2.40 789.11 1.70 99.51 6.56 96.33
1894 1 7 6831 1.00 2.41 811.26 0.79 99.51 2.32 91.24
1895 1 7 6839 1.00 1.91 894.81 1.51 94.96 9.87 94.74
1896 1 7 6840 1.00 1.92 779.02 0.99 95.51 10.04 94.60
1897 1 7 6841 1.00 1.89 756.58 0.12 97.04 7.72 93.41
1898 1 7 6842 1.00 1.88 863.29 1.31 97.04 3.90 90.39
1899 1 7 6843 1.00 1.94 786.07 1.10 96.95 2.93 89.06
1900 1 7 6844 1.00 2.03 824.90 1.45 98.27 3.68 91.73
1901 1 7 6845 1.00 2.03 804.97 2.94 98.27 2.17 91.94
1902 1 7 6846 1.00 2.02 822.99 0.00 98.27 3.11 89.54
1903 1 7 6847 1.00 1.73 886.29 0.25 96.58 3.71 88.41
1904 1 7 6848 1.00 1.79 912.44 1.39 97.37 3.66 90.36
1905 1 7 6849 1.00 1.91 758.51 1.61 95.56 5.07 91.72
1906 1 7 6850 1.00 1.91 714.32 5.31 95.56 6.58 95.81
1907 1 7 6851 1.00 1.92 756.37 0.15 95.56 7.11 90.87
1908 1 7 6852 1.00 1.92 689.82 1.44 96.88 2.08 88.46
1909 1 7 6853 1.00 2.09 665.25 0.85 99.42 7.29 95.78
1910 1 7 6854 1.00 2.11 614.18 2.33 98.53 7.32 99.71
1911 1 7 6855 1.00 2.23 571.24 3.19 95.00 5.96 92.86
1912 1 7 6856 1.00 2.24 632.00 8.18 95.00 4.62 96.19
1913 1 7 6857 1.00 2.16 857.74 0.00 94.94 4.01 87.25
1914 1 7 6858 1.00 2.17 869.30 2.50 95.36 2.90 89.06
1915 1 7 6859 1.00 2.17 885.77 0.32 95.36 5.28 89.25
1916 1 7 6928 1.00 2.02 915.17 0.04 99.17 7.43 94.79
1917 1 7 6931 1.00 1.86 781.67 2.94 98.09 5.66 94.77
1918 1 7 6932 1.00 1.86 684.35 2.15 98.09 6.37 94.69
1919 1 7 6933 1.00 1.83 793.40 0.24 96.47 4.32 89.00
1920 1 7 6934 1.00 1.85 788.60 1.11 96.47 5.53 93.36
1921 1 7 6935 1.00 1.87 894.02 0.97 97.55 4.34 90.87
1922 1 7 6936 1.00 1.89 818.31 1.28 95.28 7.93 92.53
1923 1 7 6937 1.00 1.80 901.04 0.12 95.95 4.88 88.89
1924 1 7 6938 1.00 1.80 907.57 0.23 95.95 4.96 89.13
1925 1 7 6940 1.00 1.65 843.19 2.05 97.59 3.79 91.22
1926 1 7 6941 1.00 1.66 921.79 4.41 97.59 3.90 93.70
1927 1 7 6942 1.00 1.71 914.42 1.07 96.57 6.03 91.51
1928 1 7 6943 1.00 1.58 872.29 3.58 95.27 8.66 95.22
1929 1 7 6951 1.00 1.50 899.62 0.97 95.43 5.93 90.55
1930 1 7 6952 1.00 1.50 920.26 0.03 96.38 6.97 91.01
1931 1 7 7033 1.00 1.39 905.50 0.94 96.54 10.48 95.50
1932 1 7 7034 1.00 1.40 919.22 1.11 96.54 9.07 94.26
1933 1 7 7039 1.00 1.38 907.54 3.18 100.35 1.88 92.93
1934 1 7 7040 1.00 1.41 918.81 0.52 96.44 3.26 87.90
1935 1 7 7043 1.00 1.42 926.99 0.29 96.44 5.79 90.09
1936 1 7 7045 1.00 1.32 863.41 3.15 96.47 6.22 93.29
1937 1 7 7046 1.00 1.33 864.17 2.64 96.47 4.32 91.29
1938 1 7 7047 1.00 1.31 864.70 0.19 95.66 5.02 88.43
1939 1 7 7048 1.00 1.40 927.57 4.65 95.09 9.10 96.37
1940 1 7 7055 1.00 2.17 769.89 2.63 96.65 3.90 91.49
1941 1 7 7056 1.00 2.16 761.22 0.62 95.66 6.50 91.08
1942 1 7 7057 1.00 2.39 758.44 3.35 96.79 4.52 93.20
1943 1 7 7058 1.00 2.39 758.73 1.21 96.79 4.86 91.89
1944 1 7 7059 1.00 2.32 768.26 1.39 96.33 6.32 93.21
1945 1 7 7060 1.00 2.22 812.44 1.69 94.98 6.96 91.99
1946 1 7 7061 1.00 2.33 889.95 2.02 97.12 3.07 90.98
1947 1 7 7062 1.00 2.38 815.07 4.07 96.35 6.34 95.28
1948 1 7 7063 1.00 2.43 847.44 0.01 96.21 8.65 93.45
1949 1 7 7064 1.00 2.42 888.45 0.18 98.91 6.16 95.10
1950 1 7 9218 1.00 2.94 867.31 2.09 96.69 3.18 91.03
1951 1 7 9219 1.00 3.09 841.88 1.85 94.94 3.70 89.73
1952 1 7 9221 1.00 3.09 800.79 3.30 94.94 3.91 91.60
1953 1 7 9222 1.00 3.10 880.32 2.73 94.94 4.88 93.37
1954 1 7 9223 1.00 3.04 888.18 0.15 95.43 2.96 87.74
1955 1 7 9226 1.00 3.10 911.40 0.53 96.55 4.98 91.30
1956 1 7 9227 1.00 3.02 884.11 1.30 97.53 2.04 90.30
1957 1 7 9229 1.00 2.85 791.19 2.00 96.38 1.16 89.26
1958 1 7 9230 1.00 2.86 743.61 0.49 96.38 3.88 89.75
1959 1 7 9231 1.00 2.86 750.33 0.77 96.38 3.19 89.33
1960 1 7 9232 1.00 2.88 778.11 0.45 95.16 3.80 88.60
1961 1 7 9233 1.00 2.89 847.34 1.07 96.14 5.28 92.46
1962 1 7 9234 1.00 2.90 822.91 2.38 95.37 7.82 94.97
1963 1 7 9235 1.00 2.92 859.75 2.78 95.78 5.53 93.15
1964 1 7 9236 1.00 2.94 854.82 0.14 96.37 3.18 88.76
1965 1 7 9237 1.00 2.93 819.45 2.08 95.47 4.28 90.90
1966 1 7 9238 1.00 2.92 842.13 3.66 97.33 5.20 95.39
1967 1 7 9240 1.00 3.05 741.75 1.96 94.94 6.90 93.00
1968 1 7 9241 1.00 3.00 878.65 0.13 94.99 5.92 90.17
1969 1 7 9242 1.00 2.96 845.98 0.23 99.94 6.54 95.82
1970 1 7 9243 1.00 3.09 792.70 1.32 95.17 6.17 93.30
1971 1 7 9246 1.00 3.08 805.68 0.10 96.78 8.11 95.03
1972 1 7 9247 1.00 3.08 686.25 2.05 95.51 6.59 94.82
1973 1 7 9250 1.00 3.08 807.33 1.18 96.15 5.73 92.28
1974 1 7 9251 1.00 3.08 800.25 1.73 97.60 5.09 93.69
1975 1 7 9391 1.00 3.03 890.41 1.90 97.48 4.12 95.74
1976 1 7 9392 1.00 3.04 908.89 0.77 97.48 3.02 90.45
1977 1 7 9678 1.00 2.89 771.61 0.70 96.41 3.32 89.46
1978 1 7 9679 1.00 2.93 672.53 0.19 95.33 5.57 91.72
1979 1 7 9680 1.00 2.79 862.07 1.11 95.51 4.47 90.02
1980 1 7 9681 1.00 2.75 838.03 0.99 98.08 6.83 96.29
1981 1 7 9682 1.00 2.83 863.89 0.00 98.10 4.89 92.63
1982 1 7 9683 1.00 2.79 883.70 0.39 98.37 4.89 92.96
1983 1 7 9685 1.00 2.69 861.60 1.81 95.80 4.71 91.16
1984 1 7 9747 1.00 2.97 883.94 3.23 98.89 8.97 100.20
1985 1 7 9748 1.00 2.96 855.63 1.55 95.88 6.77 95.38
1986 1 7 9753 1.00 3.06 847.61 3.19 95.15 7.01 94.68
1987 1 7 9754 1.00 3.05 790.87 1.34 95.15 7.37 93.05
1988 1 7 9758 1.00 3.04 830.21 0.52 96.77 6.11 92.57
1989 1 7 9775 1.00 3.07 869.69 0.32 94.94 6.22 92.15
1990 1 7 9776 1.00 3.09 878.85 1.86 95.10 6.13 92.77
1991 1 7 9784 1.00 3.03 868.25 6.40 98.60 0.94 96.11
1992 1 7 10227 1.00 2.87 897.50 1.91 94.94 5.12 90.98
1993 1 7 10228 1.00 2.86 915.09 0.63 94.94 3.86 88.43
1994 1 7 10619 1.00 2.47 904.15 0.00 97.76 3.54 89.99
1995 1 7 10620 1.00 2.47 909.89 0.00 97.76 5.82 92.19
1996 1 7 10621 1.00 2.50 827.28 0.49 96.49 1.70 87.31
1997 1 7 10622 1.00 2.52 926.35 0.32 96.49 2.42 87.97
1998 1 7 10623 1.00 2.80 911.04 0.67 95.24 3.43 88.27
1999 1 7 10624 1.00 2.81 867.12 0.24 95.06 3.67 87.99
2000 1 7 10625 1.00 2.73 873.69 0.53 94.94 5.07 89.41
2001 1 7 10626 1.00 2.73 779.89 6.07 95.01 5.94 95.89
2002 1 7 10627 1.00 2.85 891.87 0.74 94.96 4.45 89.14
2003 1 7 11708 1.00 3.09 878.24 3.46 95.12 5.41 93.22
2004 1 7 11709 1.00 3.01 882.81 1.68 96.62 1.13 89.39
2005 1 7 11710 1.00 3.01 862.11 0.78 96.62 0.83 87.38
2006 1 7 11711 1.00 2.95 919.10 2.04 96.70 2.03 89.86
2007 1 7 11713 1.00 3.01 903.20 2.01 96.62 2.52 90.30
2008 1 7 11714 1.00 3.01 922.68 0.74 98.97 4.06 92.92
2009 1 7 11723 1.00 2.88 782.70 3.07 99.07 4.80 98.56
2010 1 7 11724 1.00 2.86 915.07 1.47 99.40 7.48 97.35
2011 1 7 11725 1.00 2.70 870.10 0.05 96.89 5.37 91.14
2012 1 7 11726 1.00 2.79 859.39 0.36 95.59 9.06 94.56
2013 1 7 11727 1.00 2.24 817.07 0.59 98.72 4.84 92.52
2014 1 7 11728 1.00 2.33 837.53 0.34 95.90 6.07 92.46
2015 1 7 11729 1.00 2.34 860.55 4.81 94.94 9.70 97.93
2016 1 7 11730 1.00 2.41 812.47 3.23 94.94 7.34 97.95
2017 1 7 11731 1.00 2.46 865.64 0.14 95.54 6.10 90.37
2018 1 7 11732 1.00 2.53 872.26 0.51 94.94 6.24 90.36
2019 1 7 11733 1.00 2.54 865.76 0.92 95.04 4.51 90.95
2020 1 7 11734 1.00 2.49 834.08 4.51 96.86 3.72 93.73
2021 1 7 11735 1.00 2.21 787.05 4.52 94.94 6.66 94.49
2022 1 7 11736 1.00 2.14 711.15 2.67 95.22 5.39 92.87
2023 1 7 11737 1.00 2.35 746.92 0.27 96.19 4.80 89.75
2024 1 7 11738 1.00 2.34 881.58 1.06 97.53 4.98 92.05
2025 1 7 11741 1.00 2.28 885.66 0.77 96.12 6.94 92.30
2026 1 7 11742 1.00 2.29 897.14 2.68 96.12 8.11 96.91
2027 1 7 11743 1.00 2.34 868.98 1.14 94.94 6.64 91.24
2028 1 7 11744 1.00 2.48 817.22 2.97 95.83 5.24 93.48
2029 1 7 11747 1.00 2.61 843.35 2.89 96.17 7.89 95.69
2030 1 7 11748 1.00 2.56 823.63 1.95 98.32 4.29 93.26
2031 1 7 11749 1.00 2.56 557.71 0.16 98.06 8.06 94.99
2032 1 7 11750 1.00 2.63 536.78 0.81 96.28 9.36 95.21
2033 1 7 11751 1.00 2.62 654.21 1.09 100.03 5.01 94.89
2034 1 7 11752 1.00 2.54 698.38 0.71 98.62 4.89 92.90
2035 1 7 11753 1.00 2.62 720.33 0.36 95.53 6.71 91.36
2036 1 7 11754 1.00 2.54 771.60 2.54 95.02 8.01 95.27
2037 1 7 11755 1.00 2.52 690.40 1.48 95.88 8.68 95.94
2038 1 7 11756 1.00 2.56 704.57 0.29 99.49 3.79 92.27
2039 1 7 11757 1.00 2.59 719.26 2.60 95.21 5.59 92.38
2040 1 7 11758 1.00 2.61 757.80 1.01 95.56 6.07 91.52
2041 1 7 11759 1.00 2.59 785.73 0.03 95.82 3.87 88.45
2042 1 7 11760 1.00 2.64 854.07 1.91 97.17 5.46 93.52
2043 1 7 11762 1.00 2.62 878.39 5.54 96.52 1.81 92.63
2044 1 7 11763 1.00 2.54 836.80 0.22 95.89 3.87 90.76
2045 1 7 11764 1.00 2.56 757.38 1.44 96.67 5.01 91.82
2046 1 7 11765 1.00 2.47 769.20 0.01 97.13 3.47 89.22
2047 1 7 11766 1.00 2.48 832.78 0.54 97.13 3.56 89.84
2048 1 7 11767 1.00 2.44 728.91 3.05 96.16 7.27 95.05
2049 1 7 11768 1.00 2.41 704.21 0.07 95.91 9.71 94.30
2050 1 7 11769 1.00 2.49 673.53 0.03 95.50 6.50 90.72
2051 1 7 11770 1.00 2.46 640.64 0.78 94.95 5.90 92.77
2052 1 7 11771 1.00 2.53 624.24 4.08 96.10 4.39 93.75
2053 1 7 11772 1.00 2.62 710.87 1.03 98.55 3.65 92.09
2054 1 7 11773 1.00 2.79 619.78 2.68 94.94 3.70 90.72
2055 1 7 11774 1.00 2.75 676.51 0.51 95.05 2.79 87.24
2056 1 7 11775 1.00 2.75 680.36 1.59 95.05 3.60 89.28
2057 1 7 11776 1.00 2.75 664.96 0.07 95.05 7.97 93.82
2058 1 7 11777 1.00 2.68 612.57 0.07 96.68 3.28 88.85
2059 1 7 11778 1.00 2.69 647.58 0.11 96.68 4.39 91.85
2060 1 7 11779 1.00 2.68 615.10 0.41 97.08 3.49 89.78
2061 1 7 11780 1.00 2.65 633.40 1.39 95.43 3.48 89.09
2062 1 7 11781 1.00 2.65 639.00 2.26 95.43 3.56 91.79
2063 1 7 11782 1.00 2.64 711.31 1.61 95.43 3.73 89.75
2064 1 7 11783 1.00 2.69 732.37 0.58 97.21 2.56 89.33
2065 1 7 11784 1.00 2.73 733.84 0.26 94.98 3.00 87.64
2066 1 7 11785 1.00 2.78 708.75 0.97 96.35 2.32 90.95
2067 1 7 11786 1.00 2.87 757.68 2.45 97.03 2.55 92.65
2068 1 7 11787 1.00 2.85 770.31 0.43 94.95 3.35 87.77
2069 1 7 11788 1.00 2.83 882.16 3.42 97.13 2.60 95.07
2070 1 7 12099 1.00 2.84 864.23 1.77 96.60 5.67 93.02
2071 1 7 12109 1.00 2.84 916.87 2.25 97.98 6.39 96.47
2072 1 7 12120 1.00 2.69 901.82 0.32 100.24 3.61 93.04
2073 1 7 12121 1.00 2.80 806.65 1.92 95.62 3.23 89.99
2074 1 7 12122 1.00 2.80 823.59 0.00 95.62 4.27 88.84
2075 1 7 12123 1.00 2.82 815.07 0.00 95.62 3.79 89.94
2076 1 7 12124 1.00 2.84 815.01 0.84 95.62 3.42 88.87
2077 1 7 12131 1.00 2.94 912.48 0.20 94.95 5.76 90.86
2078 1 7 12174 1.00 2.51 922.59 2.06 97.95 4.62 93.28
2079 1 7 12176 1.00 2.52 641.97 0.24 94.98 6.93 91.57
2080 1 7 12177 1.00 2.52 674.96 0.72 95.93 5.67 92.99
2081 1 7 12178 1.00 2.52 597.69 3.92 95.93 4.15 92.90
2082 1 7 12179 1.00 2.53 605.26 2.52 95.93 3.62 91.06
2083 1 7 12180 1.00 2.53 617.44 0.87 95.93 4.70 90.21
2084 1 7 12181 1.00 2.48 548.24 0.76 98.39 2.26 90.07
2085 1 7 12182 1.00 2.47 621.18 0.46 95.37 5.09 89.53
2086 1 7 12183 1.00 2.49 619.74 0.77 95.37 4.87 89.64
2087 1 7 12184 1.00 2.46 610.78 3.98 95.37 2.72 91.18
2088 1 7 12185 1.00 2.47 649.90 0.57 96.51 2.59 88.29
2089 1 7 12186 1.00 2.53 651.59 1.98 96.09 3.64 90.39
2090 1 7 12187 1.00 2.52 715.77 1.73 96.09 2.99 90.05
2091 1 7 12188 1.00 2.44 661.31 1.86 95.58 4.60 90.61
2092 1 7 12189 1.00 2.45 685.05 0.30 95.58 3.94 89.13
2093 1 7 12190 1.00 2.43 655.03 0.28 95.08 9.16 93.09
2094 1 7 12191 1.00 2.43 688.06 0.01 95.08 4.69 89.27
2095 1 7 12192 1.00 2.35 716.12 0.00 95.96 2.24 86.68
2096 1 7 12193 1.00 2.33 742.44 0.46 96.04 4.05 89.02
2097 1 7 12194 1.00 2.36 685.65 0.45 96.71 3.78 89.43
2098 1 7 12195 1.00 2.31 720.73 1.38 94.94 5.17 90.30
2099 1 7 12196 1.00 2.37 741.85 0.45 95.96 7.07 91.99
2100 1 7 12197 1.00 2.35 699.23 1.47 95.51 4.35 90.10
2101 1 7 12198 1.00 2.27 752.01 0.04 95.88 3.13 87.46
2102 1 7 12199 1.00 2.28 678.87 0.00 95.88 7.47 91.77
2103 1 7 12200 1.00 2.24 761.76 0.05 98.06 5.04 91.52
2104 1 7 12201 1.00 2.22 767.38 4.44 98.06 5.24 96.09
2105 1 7 12202 1.00 2.26 838.22 0.60 95.02 3.39 87.50
2106 1 7 12203 1.00 2.24 773.26 0.47 95.56 5.56 90.92
2107 1 7 12204 1.00 2.33 850.59 0.14 95.14 5.14 88.89
2108 1 7 12205 1.00 2.33 855.92 3.06 94.94 6.51 92.98
2109 1 7 12206 1.00 2.23 857.19 1.70 95.18 4.61 89.86
2110 1 7 12208 1.00 2.23 895.92 0.73 95.18 2.03 86.95
2111 1 7 12209 1.00 2.25 892.93 0.55 95.18 2.90 87.94
2112 1 7 12210 1.00 2.25 895.84 0.00 95.18 3.47 88.23
2113 1 7 12211 1.00 2.23 853.25 0.00 96.20 3.12 88.13
2114 1 7 12216 1.00 2.16 909.89 1.62 95.44 4.20 89.56
2115 1 7 12217 1.00 2.22 908.87 0.44 96.95 2.14 87.89
2116 1 7 12218 1.00 2.20 848.21 1.72 94.97 6.48 91.52
2117 1 7 12219 1.00 2.28 806.57 0.36 95.74 5.36 89.87
2118 1 7 12220 1.00 2.28 743.72 2.42 95.74 6.26 95.98
2119 1 7 12221 1.00 2.24 771.57 1.19 95.10 5.35 90.02
2120 1 7 12222 1.00 2.24 854.55 3.04 95.10 7.76 97.05
2121 1 7 12223 1.00 2.23 868.89 0.12 94.94 3.88 87.44
2122 1 7 12224 1.00 2.24 885.30 2.19 95.74 3.78 91.07
2123 1 7 12225 1.00 2.25 870.67 3.06 95.74 5.51 94.48
2124 1 7 12226 1.00 2.36 779.57 0.38 95.01 6.07 89.98
2125 1 7 12227 1.00 2.35 787.27 0.33 95.02 4.65 88.50
2126 1 7 12228 1.00 2.38 743.36 0.19 95.67 4.00 88.73
2127 1 7 12229 1.00 2.38 683.20 0.00 95.82 3.75 89.69
2128 1 7 12230 1.00 2.38 718.28 1.14 95.82 4.42 89.90
2129 1 7 12231 1.00 2.39 699.22 4.12 96.84 4.36 93.84
2130 1 7 12232 1.00 2.37 865.79 0.10 95.75 10.13 94.49
2131 1 7 12234 1.00 2.46 923.71 0.33 95.98 0.49 85.91
2132 1 7 12250 1.00 2.47 899.38 1.03 96.02 5.85 91.51
2133 1 7 12251 1.00 2.44 915.50 0.91 96.97 4.55 91.01
2134 1 7 12252 1.00 2.53 925.79 0.63 95.97 5.53 90.79
2135 1 7 12253 1.00 2.57 883.35 4.95 97.64 2.41 94.67
2136 1 7 12264 1.00 3.06 925.31 3.01 95.59 5.70 93.52
2137 1 7 12269 1.00 3.06 852.51 1.34 95.35 8.68 94.64
2138 1 7 12270 1.00 3.08 856.27 2.96 94.94 6.52 93.64
2139 1 7 12271 1.00 2.96 856.45 1.81 96.23 5.96 94.94
2140 1 7 12272 1.00 2.95 814.18 0.39 97.54 2.47 89.50
2141 1 7 12273 1.00 2.90 852.06 4.61 96.55 5.38 95.59
2142 1 7 12274 1.00 2.91 865.52 0.62 96.55 9.11 96.03
2143 1 7 12282 1.00 2.98 866.06 1.27 96.22 7.93 94.54
2144 1 7 12283 1.00 2.98 902.26 0.11 97.48 1.54 88.74
2145 1 7 12284 1.00 2.88 815.94 1.50 95.47 3.11 89.22
2146 1 7 12285 1.00 2.79 752.83 0.75 95.09 2.13 87.67
2147 1 7 12286 1.00 2.74 806.57 0.17 95.09 2.62 86.75
2148 1 7 12287 1.00 2.76 814.14 0.10 95.09 2.04 86.41
2149 1 7 12288 1.00 2.76 896.08 0.57 95.13 3.64 88.27
2150 1 7 12289 1.00 2.78 884.89 0.85 95.13 4.09 89.21
2151 1 7 12290 1.00 2.72 792.82 0.03 94.94 3.27 87.10
2152 1 7 12313 1.00 2.94 893.59 1.95 96.04 4.34 91.44
2153 1 7 12314 1.00 2.94 841.29 1.48 96.04 4.54 91.80
2154 1 7 12315 1.00 2.97 830.59 0.80 95.65 3.21 88.76
2155 1 7 12316 1.00 2.95 794.95 3.16 95.63 2.86 90.98
2156 1 7 12317 1.00 2.93 815.09 2.45 96.17 4.89 92.59
2157 1 7 12318 1.00 2.94 820.07 1.43 96.24 2.42 89.25
2158 1 7 12323 1.00 2.86 908.55 0.11 98.96 0.90 88.96
2159 1 7 12329 1.00 2.93 824.85 2.23 95.02 6.21 92.52
2160 1 7 12330 1.00 2.97 775.62 0.04 95.83 7.23 92.20
2161 1 7 12383 1.00 3.02 653.28 0.72 96.01 4.07 90.05
2162 1 7 12384 1.00 3.00 732.86 0.18 97.77 3.27 90.35
2163 1 7 12385 1.00 2.92 835.66 1.32 96.33 5.00 91.92
2164 1 7 12386 1.00 2.91 864.50 0.15 95.05 2.46 87.37
2165 1 7 12387 1.00 2.88 884.73 0.65 95.14 3.66 88.84
2166 1 7 12388 1.00 2.86 917.06 0.76 95.14 3.40 88.29
2167 1 7 12392 1.00 3.10 765.06 3.08 94.94 5.06 92.32
2168 1 7 12393 1.00 3.09 711.90 1.77 95.71 5.98 93.22
2169 1 7 12394 1.00 2.82 784.14 0.89 95.59 6.15 91.59
2170 1 7 12395 1.00 2.84 791.22 0.04 95.80 3.45 88.27
2171 1 7 12396 1.00 2.81 816.93 0.22 95.80 3.77 88.78
2172 1 7 12397 1.00 2.85 809.49 1.56 96.17 5.21 91.92
2173 1 7 12398 1.00 2.84 740.80 1.26 96.22 1.03 87.49
2174 1 7 12399 1.00 2.89 727.27 3.56 94.94 9.97 97.54
2175 1 7 12400 1.00 2.88 808.45 2.62 97.41 8.22 97.36
2176 1 7 12401 1.00 2.65 860.67 0.09 95.00 3.20 87.68
2177 1 7 12402 1.00 2.58 824.08 0.25 96.26 1.90 88.08
2178 1 7 12403 1.00 2.65 799.57 0.00 96.65 4.16 91.00
2179 1 7 12404 1.00 2.64 775.94 2.26 97.20 2.86 91.10
2180 1 7 12405 1.00 2.53 892.80 3.04 96.39 6.37 94.46
2181 1 7 12406 1.00 2.51 856.68 0.52 98.40 4.23 91.80
2182 1 7 12407 1.00 2.30 743.37 1.79 95.41 5.10 90.73
2183 1 7 12408 1.00 2.30 757.43 0.75 95.41 6.35 90.94
2184 1 7 12409 1.00 2.36 789.21 2.70 96.23 5.79 93.21
2185 1 7 12410 1.00 2.43 798.72 0.10 95.27 6.85 90.79
2186 1 7 12411 1.00 2.41 759.43 5.19 95.27 5.93 94.93
2187 1 7 12412 1.00 2.41 793.36 3.24 95.27 6.85 93.90
2188 1 7 12413 1.00 2.47 849.93 1.93 95.60 5.75 91.88
2189 2 0 1199 1.00 2.63 832.53 5.02 95.50 3.74 93.61
2190 2 0 1320 1.00 3.00 929.09 3.59 97.78 4.41 94.92
2191 2 0 1437 1.00 1.88 926.25 2.96 96.06 1.88 89.01
2192 2 0 1438 1.00 1.88 854.24 0.08 96.32 3.20 87.62
2193 2 0 1439 1.00 1.94 781.82 1.77 96.65 5.21 91.71
2194 2 0 1441 1.00 2.01 929.48 2.96 95.86 4.31 92.32
2195 2 0 1443 1.00 1.99 896.33 0.27 94.94 6.19 89.54
2196 2 0 1445 1.00 2.14 895.44 0.01 99.77 3.57 91.62
2197 2 0 1446 1.00 2.14 820.70 2.00 96.42 5.39 92.09
2198 2 0 1447 1.00 2.25 892.32 0.27 97.68 3.59 89.93
2199 2 0 1466 1.00 2.17 841.53 0.41 95.87 1.62 86.88
2200 2 0 1467 1.00 2.19 903.06 1.68 94.94 5.30 90.25
2201 2 0 1534 1.00 2.18 866.08 0.96 95.80 4.45 89.65
2202 2 0 1535 1.00 2.17 891.76 0.58 95.80 5.27 89.96
2203 2 0 1546 1.00 2.10 749.06 1.78 96.50 7.50 94.02
2204 2 0 1547 1.00 2.14 749.77 0.02 97.21 3.49 88.99
2205 2 0 1548 1.00 2.13 873.17 2.16 96.18 7.50 94.33
2206 2 0 1549 1.00 2.20 919.21 0.15 97.42 5.21 91.11
2207 2 0 1563 1.00 2.34 917.96 0.55 96.22 3.33 88.58
2208 2 0 1568 1.00 2.73 816.22 0.78 96.36 3.68 90.34
2209 2 0 1569 1.00 2.72 894.33 0.00 96.36 3.58 88.79
2210 2 0 1570 1.00 2.72 795.12 2.24 96.36 3.16 90.92
2211 2 0 1571 1.00 2.72 759.13 3.00 96.36 4.20 92.42
2212 2 0 1572 1.00 2.66 861.46 0.06 97.29 5.45 91.60
2213 2 0 1576 1.00 3.02 819.77 0.79 98.38 1.42 89.76
2214 2 0 1579 1.00 3.09 769.71 0.95 101.73 3.17 95.08
2215 2 0 1584 1.00 2.89 894.67 0.73 96.56 1.70 88.01
2216 2 0 1585 1.00 2.96 900.42 0.00 99.02 2.23 90.34
2217 2 0 1586 1.00 2.92 823.08 1.29 95.83 1.81 87.99
2218 2 0 1587 1.00 2.99 860.31 0.72 97.20 4.67 92.08
2219 2 0 1588 1.00 2.94 872.79 0.25 95.37 4.81 89.71
2220 2 0 1594 1.00 2.82 877.18 0.00 97.21 9.09 95.26
